,node,ks,kdeg,pr,m
85,117901353,99,217,30.0,4671
86,117674417,99,488,271.0,4208
87,231238695,84,96,19.0,4981
88,56860418,99,337,97.0,5276
89,43003845,99,1527,958.0,4455
90,413275344,21,23,6.0,2677
91,259842341,99,400,106.0,7424
92,400689940,97,136,18.0,3467
93,26929220,99,454,97.0,6102
94,35148062,28,33,11.0,2467
95,166214735,88,137,22.0,3421
96,57490887,99,185,21.0,3316
97,148519842,40,71,39.0,4555
98,15150609,56,139,114.99999999999999,2417
99,17759158,95,175,252.99999999999997,5132
100,83943787,99,774,181.0,6020
101,283306479,99,264,35.0,3175
102,125120339,99,293,39.0,5348
103,220068522,44,50,8.0,3185
104,155661154,99,230,33.0,4421
105,195475105,99,562,157.0,7455
106,134940306,99,377,54.0,3855
107,115221382,82,98,18.0,3229
108,368018677,9,9,12.0,373
109,439788025,99,336,67.0,5392
110,262340283,99,414,93.0,3497
111,116498875,99,308,65.0,3142
112,257236842,99,153,37.0,5181
113,128721580,3,3,5.0,1533
114,463952369,99,285,28.000000000000004,6010
115,254610699,17,32,19.0,2092
116,247741328,27,53,34.0,2378
117,226629405,92,289,55.00000000000001,5195
118,529007327,80,123,22.0,3257
119,94621855,61,80,21.0,2619
120,83417972,99,304,41.0,3810
121,236184723,99,193,21.0,3456
122,197504076,99,562,62.0,4566
123,86221475,99,201,56.99999999999999,4979
124,222411742,45,45,10.0,3069
125,250178329,59,62,15.0,3031
126,292598082,91,111,25.0,5034
127,214328887,99,276,44.0,3734
128,145845459,98,155,47.0,2888
129,29911100,64,71,16.0,3038
130,294752666,74,101,20.0,5094
131,27077521,74,155,74.0,2606
132,163238842,99,232,39.0,3291
133,133055665,99,431,289.0,2534
134,238201669,99,352,60.0,2931
135,260769396,82,150,19.0,3289
136,288485704,99,223,27.0,5218
137,229425177,99,137,28.999999999999996,4939
138,252770012,80,84,18.0,4789
139,121533789,99,304,128.0,1215
140,203338499,99,333,35.0,5828
141,213777144,99,229,36.0,5898
142,46209291,99,392,87.0,5886
143,46831674,28,53,44.0,2554
144,18951737,83,156,80.0,4544
145,239144776,89,123,16.0,5118
146,8163442,74,162,112.00000000000001,4864
147,28019653,14,16,18.0,1642
148,447688115,90,115,17.0,5038
149,16503181,14,14,17.0,1981
150,109740608,56,60,7.000000000000001,3355
151,116036694,99,604,180.0,10173
152,179138862,53,63,20.0,3732
153,276706356,99,583,125.0,5266
154,236143101,91,213,28.000000000000004,4110
155,333161611,23,24,10.0,2863
156,19358562,99,459,156.0,5695
157,226165839,13,18,20.0,1621
158,33612973,27,59,56.99999999999999,2511
159,37270037,28,30,10.0,2910
160,49104918,16,25,9.0,2425
161,83032174,23,23,7.000000000000001,2150
162,55033682,53,118,148.0,3464
163,170460311,56,66,51.0,8990
164,152388029,48,51,13.0,3293
165,112939321,99,633,90.0,4228
166,265077741,80,91,17.0,3158
167,261447035,45,45,54.0,2346
168,120599128,13,18,20.0,4171
169,186212304,30,100,36.0,5006
170,57828817,15,20,19.0,1088
171,250340951,69,73,17.0,2649
172,59588845,30,35,8.0,3030
173,2367911,99,474,317.0,16113
174,74107696,77,82,9.0,3199
175,477094958,9,12,8.0,1048
176,233248636,77,89,16.0,2918
177,86799233,28,87,39.0,4142
178,17627996,11,11,108.0,1050
179,30971165,41,47,12.0,3148
180,271602109,18,31,15.0,2924
181,81446304,10,10,5.0,2250
182,282206645,64,72,14.000000000000002,2561
183,31317273,8,8,10.0,1412
184,204140367,99,334,102.0,3327
185,189875309,99,299,59.0,2993
186,170167167,12,13,15.0,426
187,45333725,15,16,8.0,2044
188,222090651,15,22,16.0,3926
189,93224416,13,13,7.000000000000001,2013
190,355823615,49,63,20.0,2562
191,309782398,7,7,5.0,1581
192,253091523,15,26,13.0,4255
193,349413327,19,19,5.0,2616
194,375317198,67,71,11.0,3026
195,31246395,14,14,5.0,2710
196,200884513,9,9,7.000000000000001,1988
197,312284236,25,26,6.0,2757
198,260705759,13,16,13.0,1403
199,43640117,21,23,9.0,2895
200,236026868,39,40,7.000000000000001,3039
201,95260836,78,134,66.0,2656
202,63941463,14,14,7.000000000000001,2555
203,83155222,15,17,14.000000000000002,3818
204,451493376,7,7,7.000000000000001,728
205,73738774,19,30,15.0,4304
206,100052945,10,10,10.0,1200
207,21272026,15,19,18.0,3748
208,33806113,7,7,6.0,1240
209,9695312,11,12,19.0,3774
210,272173354,8,8,8.0,549
211,41472982,13,18,10.0,1954
212,287915525,9,11,7.000000000000001,1336
213,105259389,8,8,7.000000000000001,957
214,31457243,11,12,14.000000000000002,3427
215,102765423,9,9,14.000000000000002,1176
216,273149543,34,34,16.0,1
217,53222305,21,21,9.0,2452
218,215787132,7,7,6.0,1596
219,375228586,3,3,5.0,1741
220,72680406,19,31,27.0,336
221,11259362,19,44,26.0,2290
222,16216637,19,29,13.0,963
223,767809,8,8,13.0,193
224,30690708,10,10,7.000000000000001,2310
225,5992502,15,31,36.0,1599
226,17859804,19,39,36.0,408
227,83876527,19,55,53.0,969
228,19681661,19,33,26.0,336
229,15465769,19,20,20.0,391
230,22689667,19,32,39.0,350
231,195409031,15,21,28.999999999999996,266
232,57261575,15,20,30.0,252
233,4126501,15,29,17.0,1701
234,22558481,10,10,7.000000000000001,1571
235,18109441,19,37,24.0,2309
236,60607157,4,4,7.000000000000001,46
237,25615305,19,38,26.0,1823
238,16877939,15,21,28.999999999999996,1369
239,21734241,15,21,27.0,1571
240,46073276,16,51,39.0,1733
241,166002579,2,2,6.0,1
242,6463042,15,33,30.0,1481
243,96770886,15,21,21.0,294
244,7712232,14,14,18.0,311
245,99211591,15,25,27.0,1503
246,23930272,15,18,22.0,745
247,37977732,24,66,74.0,1853
248,16858804,14,14,23.0,391
249,44436825,19,40,32.0,2298
250,28359405,15,19,26.0,293
251,9973842,19,75,84.0,1533
252,451331227,15,17,16.0,296
253,55113,19,29,26.0,827
254,124746917,15,22,30.0,1575
255,41048052,13,15,11.0,1577
256,14677919,61,343,399.0,11518
257,203827751,15,34,34.0,2441
258,10075442,19,32,39.0,398
259,17342842,16,37,30.0,1704
260,17477343,9,11,10.0,1651
261,56318573,15,21,22.0,1587
262,111615736,15,17,25.0,2306
263,83529586,5,5,11.0,1
264,9503302,15,21,32.0,341
265,5533902,15,17,24.0,398
266,14551276,21,65,66.0,4735
267,17870886,19,44,38.0,2554
268,98976495,15,18,22.0,5068
269,22200888,19,48,38.0,1374
270,88974843,8,8,11.0,1533
271,16967011,10,11,10.0,1312
272,171145913,15,18,7.000000000000001,2443
273,163937752,19,45,20.0,1411
274,21742517,15,21,27.0,685
275,113415132,11,12,17.0,110
276,79797834,57,843,952.9999999999999,7329
277,18758940,15,16,20.0,219
278,138549366,16,23,24.0,263
279,19230869,8,8,7.000000000000001,252
280,84111527,10,10,7.000000000000001,299
281,50944856,15,24,33.0,289
282,117998529,15,24,12.0,1346
283,23150071,15,21,15.0,2267
284,14169740,19,38,32.0,2277
285,38718720,15,19,23.0,1342
286,93906304,36,90,54.0,3019
287,6127252,11,11,15.0,1305
288,20757640,19,34,31.0,827
289,17902348,19,32,20.0,467
290,59557446,49,107,61.0,4563
291,27703441,11,11,13.0,295
292,23484510,51,103,40.0,10575
293,792998,11,11,15.0,260
294,18344173,5,5,5.0,314
295,20583098,16,18,20.0,351
296,55019225,6,6,11.0,1
297,2705,11,17,30.0,535
298,557196973,3,3,10.0,1
299,23483324,49,98,57.99999999999999,5134
300,21074641,15,19,10.0,1597
301,52073562,6,6,10.0,227
302,30486243,15,20,22.0,275
303,174118650,7,7,10.0,1606
304,25835874,3,4,7.000000000000001,186
305,17293897,52,194,266.0,4498
306,349256925,4,4,6.0,1588
307,258681133,1,1,5.0,1
308,454423088,1,1,7.000000000000001,1
309,22879382,36,80,47.0,3198
310,155613846,5,5,9.0,1437
311,35476618,1,1,7.000000000000001,1
312,137355085,1,1,5.0,1
313,30204310,3,3,12.0,2224
314,291476217,2,2,7.000000000000001,1
315,236575672,26,26,27.0,4460
316,82030021,69,424,270.0,9886
317,17037417,67,214,123.0,10815
318,28149277,66,292,216.0,1
319,111164068,69,467,188.0,11755
320,29514951,69,390,272.0,10726
321,94918917,66,257,175.0,6176
322,131601987,69,452,224.00000000000003,13659
323,159629146,59,106,43.0,7514
324,90722891,41,70,56.99999999999999,5375
325,90779436,69,336,167.0,10846
326,22784458,70,777,353.0,15712
327,191620115,59,108,72.0,8657
328,15999863,43,52,43.0,6608
329,146556805,55,70,46.0,4872
330,118811608,41,54,45.0,5619
331,95980722,69,228,122.0,10597
332,104155395,18,18,14.000000000000002,4759
333,51477206,29,44,32.0,10082
334,101903164,44,55,56.99999999999999,4183
335,14683518,59,111,56.99999999999999,7950
336,34805698,59,129,100.0,3441
337,176872879,50,86,71.0,9083
338,28144741,56,99,67.0,8873
339,37876253,47,60,45.0,6592
340,293353298,62,223,85.0,12907
341,239257866,45,49,30.0,9085
342,14876672,59,353,204.0,12727
343,486930916,44,49,34.0,5680
344,101859065,69,312,202.0,5675
345,263907906,23,23,11.0,6058
346,23152989,54,253,128.0,11560
347,345707398,1,1,5.0,938
348,203623462,20,22,25.0,369
349,61065794,25,61,25.0,576
350,301695120,25,42,22.0,586
351,102364313,25,33,13.0,658
352,211670208,25,68,28.000000000000004,395
353,37008705,25,54,73.0,1081
354,112819301,25,57,22.0,535
355,352035443,23,24,10.0,514
356,250849104,25,40,14.000000000000002,583
357,19153742,7,8,11.0,883
358,161788974,24,29,13.0,521
359,147946019,24,30,13.0,580
360,54581743,17,17,10.0,1349
361,235163686,12,12,6.0,380
362,22440364,25,49,87.0,512
363,54611487,25,40,17.0,4707
364,34507480,25,76,136.0,2868
365,243836182,24,28,17.0,529
366,164422299,25,45,16.0,576
367,27772095,25,49,76.0,980
368,22592948,25,47,80.0,512
369,328158079,20,28,9.0,476
370,143838260,25,61,19.0,585
371,58309829,25,42,39.0,984
372,135268094,8,16,9.0,2359
373,222802532,7,8,6.0,528
374,23375688,36,83,176.0,806
375,25970331,25,137,134.0,3414
376,19383317,28,72,80.0,1116
377,230505689,11,11,10.0,363
378,100318079,99,547,164.0,5341
379,206416476,25,47,25.0,531
380,15460081,25,60,99.0,506
381,20271494,20,22,39.0,519
382,169504184,25,45,17.0,584
383,16824090,29,57,70.0,1118
384,115525090,19,23,9.0,565
385,29654458,15,16,17.0,410
386,26649453,17,20,23.0,424
387,14425825,25,38,74.0,371
388,421412483,25,42,13.0,428
389,243227325,25,40,17.0,383
390,240944206,17,18,7.000000000000001,381
391,63808966,25,47,30.0,531
392,16895295,11,14,15.0,1
393,243273954,24,29,12.0,567
394,226516599,25,47,16.0,536
395,163274846,7,9,8.0,281
396,111990504,7,8,7.000000000000001,340
397,408060505,23,27,13.0,517
398,309765553,16,28,16.0,1113
399,27090278,10,12,12.0,523
400,225488317,21,21,15.0,524
401,148081553,23,35,17.0,958
402,197090502,23,26,11.0,383
403,69373005,20,20,12.0,430
404,48504743,7,7,9.0,901
405,302936475,17,17,11.0,371
406,480595611,23,26,10.0,521
407,40968863,20,28,14.000000000000002,914
408,34270956,7,9,10.0,299
409,2883841,29,58,56.99999999999999,8083
410,325054079,9,11,12.0,361
411,126470482,2,2,6.0,41
412,181288376,25,43,16.0,446
413,250988604,8,11,44.0,2
414,171704225,12,12,9.0,379
415,158526208,11,13,11.0,606
416,192023970,22,26,8.0,576
417,339373057,11,14,20.0,278
418,193593048,18,22,11.0,1886
419,176222605,2,2,7.000000000000001,1
420,244719623,9,9,11.0,361
421,335678635,2,2,37.0,2
422,79817691,8,8,16.0,1
423,109698612,8,11,8.0,384
424,208105146,7,7,7.000000000000001,135
425,25592034,4,4,8.0,1
426,333011515,3,5,17.0,368
427,258490941,7,7,6.0,291
428,342221618,2,2,9.0,15
429,32032000,47,141,46.0,9906
430,19507713,47,107,41.0,7296
431,16583672,43,75,84.0,13436
432,35918787,34,38,24.0,8875
433,20803125,32,38,13.0,8003
434,311776211,25,25,11.0,6130
435,16079941,66,111,44.0,13234
436,7861312,70,1381,1713.0,15090
437,7860742,70,944,392.0,21565
438,9955652,22,24,8.0,5169
439,462541005,40,54,23.0,5314
440,20747741,49,130,79.0,12629
441,17047105,47,148,62.0,10604
442,23559552,58,136,50.0,11024
443,20106852,51,194,143.0,11342
444,51246108,43,48,12.0,9184
445,20637608,47,145,38.0,9686
446,434725454,17,17,14.000000000000002,5916
447,18927441,70,875,614.0,12919
448,18666844,70,529,225.0,16783
449,15666380,68,509,722.0,14054
450,365014160,37,38,11.0,5603
451,21158690,65,375,315.0,14552
452,15271920,46,87,55.00000000000001,8901
453,16786977,50,168,179.0,1
454,373018050,40,48,20.0,8900
455,369586333,46,97,46.0,4706
456,96747353,36,44,14.000000000000002,12145
457,16799897,51,218,208.0,11814
458,51162310,43,61,27.0,15042
459,18130749,41,60,79.0,11840
460,317846921,32,37,8.0,9578
461,130897520,47,116,48.0,9749
462,363426409,47,137,67.0,9723
463,438460947,40,48,20.0,4272
464,58714972,57,171,64.0,11966
465,16663695,5,5,5.0,7334
466,47799910,25,36,21.0,7698
467,31808762,66,341,67.0,15942
468,14888584,67,243,110.00000000000001,10595
469,315338495,47,135,56.99999999999999,8205
470,352226153,47,91,39.0,9256
471,300599613,47,96,48.0,7119
472,16909832,47,111,46.0,13874
473,167744987,13,13,8.0,6190
474,362286999,47,80,98.0,9529
475,126099878,45,59,11.0,10378
476,422066630,40,58,30.0,3538
477,191638793,32,39,10.0,7110
478,16038438,54,294,114.99999999999999,14013
479,390811153,12,12,11.0,3256
480,794186,28,29,16.0,9973
481,394216985,29,32,23.0,8907
482,17105214,49,148,136.0,11617
483,126042901,65,169,86.0,11273
484,7384432,66,157,51.0,9250
485,95820486,40,51,11.0,5517
486,62050341,47,164,79.0,10064
487,15343773,50,106,76.0,9954
488,19049747,47,94,34.0,12416
489,167010482,37,45,14.000000000000002,9319
490,60101131,41,59,52.0,11547
491,299715714,45,72,11.0,7372
492,7079062,54,237,127.0,9098
493,88501703,57,120,37.0,12753
494,18069427,70,336,124.0,14006
495,405323682,40,60,37.0,7374
496,404376053,40,51,39.0,3862
497,193059216,40,44,24.0,4891
498,20747847,62,293,181.0,12609
499,7377812,70,545,164.0,15834
500,172959279,46,88,43.0,11048
501,15439395,57,522,1000.0,17816
502,14824849,56,683,1298.0,7069
503,110481357,34,45,21.0,6660
504,212018296,54,198,94.0,10276
505,15661871,68,440,505.0,12617
506,17092862,54,170,79.0,7385
507,224809136,44,65,17.0,11532
508,223247584,57,126,33.0,10827
509,14111650,43,57,43.0,14669
510,14589257,66,302,209.0,13748
511,310087940,54,165,46.0,10061
512,18501326,47,90,59.0,9204
513,243058696,46,91,40.0,6966
514,18781900,31,31,9.0,6333
515,306472866,47,130,59.0,10928
516,344334227,41,61,45.0,6009
517,7453822,43,58,60.0,10762
518,357268791,40,48,15.0,6778
519,8207762,47,67,35.0,10445
520,308324295,46,82,47.0,8273
521,16894839,50,187,102.0,11869
522,280725732,46,75,19.0,12691
523,26841335,47,144,52.0,9071
524,16218063,25,26,11.0,7435
525,467658266,47,64,26.0,8719
526,8715652,7,7,6.0,4535
527,116511302,40,55,17.0,8293
528,33087222,45,72,20.0,6538
529,40791597,4,4,6.0,1113
530,17158189,20,23,18.0,10038
531,18445879,57,82,51.0,12966
532,19415126,40,44,15.0,6050
533,25495625,32,40,14.000000000000002,7434
534,4893411,50,170,119.0,13048
535,7081402,55,407,281.0,17890
536,143244854,46,87,75.0,9273
537,23691649,54,134,92.0,6245
538,337131276,40,48,28.000000000000004,7999
539,127569781,47,126,28.999999999999996,13602
540,20661527,69,435,187.0,16209
541,14464369,54,312,418.0,1288
542,14424667,69,353,119.0,16679
543,15643370,50,164,87.0,12633
544,22643137,40,56,87.0,6759
545,46241448,35,46,44.0,10335
546,22857385,40,60,22.0,10952
547,16150457,41,54,52.0,8792
548,15913,70,1110,902.9999999999999,8536
549,28521141,56,228,306.0,12754
550,18602163,15,17,10.0,9027
551,43662236,47,154,57.99999999999999,11071
552,40340464,46,95,28.000000000000004,8625
553,351671009,47,125,47.0,9117
554,10350,70,906,913.0000000000001,19994
555,24591819,38,50,13.0,10383
556,59877557,46,80,16.0,8674
557,179278975,50,119,72.0,11500
558,15029953,52,326,181.0,11860
559,114563370,47,91,10.0,11011
560,15575251,69,335,227.0,15482
561,123678437,37,42,21.0,10241
562,18849313,69,239,115.99999999999999,14150
563,16908436,46,80,94.0,11141
564,18488495,15,16,7.000000000000001,9115
565,18125335,37,56,52.0,11843
566,9199472,38,64,61.0,11546
567,14311802,41,49,11.0,11325
568,756379,54,117,56.00000000000001,13985
569,14412605,26,29,20.0,7206
570,520027894,15,15,12.0,1
571,15665127,47,79,37.0,8825
572,1183041,69,1084,1254.0,14665
573,15758036,40,50,13.0,10947
574,19521118,20,23,16.0,5158
575,18444530,24,34,22.0,7717
576,87759396,47,67,37.0,9005
577,28202547,47,135,94.0,10754
578,14165096,44,58,24.0,10552
579,1065921,70,651,199.0,16604
580,20273398,70,834,289.0,19243
581,16626187,62,205,103.0,10331
582,19489341,19,31,25.0,6176
583,6572452,15,15,17.0,7869
584,43219574,25,27,23.0,1
585,294430454,49,176,102.0,9708
586,6068612,46,107,51.0,11366
587,14326003,4,6,15.0,569
588,31067157,55,412,160.0,16038
589,769584,35,46,36.0,8523
590,33035636,11,11,7.000000000000001,5617
591,121637129,20,35,27.0,5432
592,34455805,36,86,36.0,9209
593,468094034,20,22,52.0,4230
594,23831909,13,13,8.0,5530
595,14303746,52,240,339.0,739
596,21076522,26,35,15.0,9603
597,16956955,47,89,114.99999999999999,9101
598,358553967,46,119,26.0,9652
599,274149738,42,71,31.0,6661
600,50557241,48,127,63.0,10989
601,333709376,35,47,28.999999999999996,7009
602,66561957,53,210,324.0,14051
603,16098603,70,861,335.0,18582
604,48370736,70,324,112.99999999999999,19659
605,187366802,19,21,14.000000000000002,5535
606,34170312,22,26,16.0,7798
607,283306509,31,32,5.0,8615
608,5980142,15,21,15.0,7315
609,15863699,5,7,11.0,5123
610,17759701,70,595,144.0,16280
611,14050306,10,10,34.0,3832
612,23742474,5,9,17.0,4214
613,16536215,61,189,77.0,12433
614,18819743,28,29,15.0,6404
615,395395198,50,83,23.0,5985
616,20015787,22,40,26.0,7464
617,681813,46,133,166.0,7186
618,56768257,12,12,10.0,2420
619,15359658,12,20,14.000000000000002,6977
620,41262929,16,16,15.0,1
621,520809979,40,54,16.0,5551
622,18959811,8,8,8.0,4142
623,55656369,47,82,160.0,1532
624,125540746,5,5,6.0,6983
625,3462421,46,63,34.0,8589
626,43275782,2,2,5.0,696
627,18709570,56,165,97.0,14376
628,16583999,24,24,8.0,9962
629,167552021,53,97,53.0,7565
630,22924257,9,9,7.000000000000001,6017
631,31892440,4,4,8.0,1636
632,75193883,20,22,11.0,5485
633,14326533,47,77,227.99999999999997,887
634,23390284,31,38,28.000000000000004,7131
635,17865810,2,2,5.0,1916
636,332375645,21,21,15.0,5928
637,7385102,2,2,6.0,1
638,43115008,32,49,30.0,9563
639,254792310,4,4,7.000000000000001,1543
640,89728799,5,5,5.0,4517
641,14144060,4,4,6.0,1996
642,101496725,4,6,24.0,241
643,405056781,18,23,33.0,1
644,21308602,5,6,12.0,1
645,17794560,6,6,6.0,5320
646,54298095,8,8,6.0,6233
647,17983020,1,1,5.0,599
648,74229529,5,5,5.0,3774
649,26547954,28,42,54.0,1851
650,194889318,7,7,8.0,1
651,118599144,2,2,5.0,5317
652,120867457,1,1,5.0,983
653,102434415,3,3,12.0,9
654,16891273,1,1,5.0,2
655,350939079,8,8,6.0,5348
656,323405569,5,8,13.0,60
657,109065990,5,9,15.0,248
658,106708586,15,18,10.0,5688
659,316797838,26,44,19.0,5035
660,374949999,14,19,10.0,5936
661,52216611,15,29,17.0,3176
662,50453498,7,7,6.0,5607
663,20471349,66,301,76.0,9556
664,497434530,15,26,9.0,8882
665,18825961,34,103,218.00000000000003,3727
666,308522948,15,20,9.0,1895
667,17861062,13,24,40.0,860
668,423662810,5,5,5.0,1072
669,433691110,8,8,6.0,2502
670,28125177,42,58,30.0,10385
671,16589206,47,107,287.0,1967
672,64643056,6,10,54.0,153
673,16151999,9,10,36.0,2002
674,15838599,57,139,119.0,5255
675,515602819,11,11,7.000000000000001,2988
676,43611927,8,10,7.000000000000001,5465
677,55949049,8,8,6.0,5431
678,294198566,70,349,206.99999999999997,12067
679,290656947,18,27,10.0,9416
680,324546502,33,71,13.0,10253
681,285727668,13,13,8.0,5774
682,225235528,14,27,86.0,10044
683,10671602,70,1007,687.0,17591
684,514550692,8,11,6.0,5601
685,156176094,28,58,22.0,3873
686,342943472,61,114,37.0,10616
687,203279955,17,24,11.0,6182
688,198591276,10,10,6.0,9238
689,19311729,66,153,45.0,8318
690,24542441,32,50,19.0,4621
691,382368139,6,15,7.000000000000001,1210
692,27855118,69,612,474.0,5410
693,100174502,70,195,59.0,11879
694,275081385,2,2,5.0,138
695,279390084,20,41,81.0,2698
696,378862802,6,12,5.0,1066
697,254054375,3,3,6.0,1
698,378546078,6,14,8.0,1119
699,211235703,4,4,7.000000000000001,1
700,258568696,13,14,6.0,9351
701,340329096,6,6,13.0,1
702,338517106,18,25,8.0,8284
703,57333800,58,84,28.999999999999996,4644
704,18511475,21,36,57.99999999999999,7640
705,299413847,6,7,17.0,1
706,24044209,6,7,13.0,1042
707,270931952,5,5,13.0,1
708,246456451,6,6,5.0,5406
709,188809568,14,19,19.0,2397
710,290769740,5,11,9.0,446
711,273504184,1,1,5.0,501
712,5490392,30,47,42.0,560
713,215719802,5,5,6.0,440
714,28482819,66,228,80.0,11180
715,224424715,3,3,6.0,63
716,264991283,3,3,6.0,1
717,260426661,18,23,16.0,9679
718,76966145,40,50,34.0,2742
719,7846,69,632,386.0,21353
720,11487372,2,2,5.0,6200
721,93904918,3,3,5.0,144
722,322603418,3,3,15.0,907
723,216299334,24,34,192.0,5326
724,526921548,5,5,6.0,3040
725,382111375,1,1,5.0,1
726,288452305,48,164,434.99999999999994,5435
727,502167306,3,3,6.0,279
728,79004401,5,5,6.0,4960
729,11926442,4,4,5.0,1903
730,17006157,92,300,239.0,5998
731,35831704,23,66,63.0,6052
732,254163476,1,1,6.0,1
733,52205516,33,35,17.0,6283
734,324544865,15,17,10.0,2526
735,338844588,3,3,6.0,41
736,363925204,1,1,5.0,226
737,116770718,1,1,5.0,2
738,48415669,3,3,8.0,19
739,58120486,1,1,5.0,4515
740,126139466,2,2,5.0,1627
741,47041310,1,1,5.0,584
742,309633527,1,1,5.0,510
743,16677622,69,241,42.0,5089
744,11214332,18,19,14.000000000000002,1230
745,306128912,51,79,19.0,3813
746,24129206,69,306,57.99999999999999,10857
747,334735103,59,124,27.0,3615
748,16009851,69,295,54.0,5463
749,194347664,43,47,24.0,4030
750,39234189,61,118,30.0,4259
751,21507738,50,60,15.0,4101
752,19653925,68,233,34.0,6203
753,19802879,69,601,280.0,15031
754,36584174,69,124,15.0,11696
755,42950930,67,142,49.0,8682
756,19658826,68,204,107.0,8819
757,9852542,58,103,23.0,4226
758,23739721,51,81,14.000000000000002,5019
759,42979224,57,82,16.0,6005
760,36045367,51,65,14.000000000000002,4311
761,14693823,69,281,198.0,3454
762,14912435,63,75,33.0,2667
763,17248121,45,58,39.0,2
764,12321512,50,76,13.0,4069
765,65360193,30,35,19.0,1
766,92306628,59,120,23.0,6022
767,19766517,67,208,50.0,5449
768,15862891,62,125,50.0,7738
769,21436960,69,529,250.0,7443
770,86070159,69,202,55.00000000000001,5332
771,384761809,41,50,11.0,2244
772,69248730,59,95,17.0,4077
773,82853372,55,96,36.0,3815
774,138725262,50,67,28.999999999999996,4007
775,25066853,67,96,42.0,4550
776,8295072,69,246,164.0,1135
777,20427778,15,15,10.0,2325
778,5402612,43,275,432.0,266
779,15165493,69,472,194.0,15033
780,15102849,69,608,164.0,12582
781,8963722,68,240,180.0,7398
782,106061616,17,18,5.0,4491
783,126302054,40,49,21.0,4154
784,231796277,14,14,8.0,1093
785,13176312,69,563,182.0,7204
786,560452336,18,19,13.0,2845
787,2811851,30,32,8.0,4850
788,15144542,59,92,12.0,4453
789,16876667,68,139,55.00000000000001,5084
790,621573,39,46,34.0,1
791,72841362,24,24,10.0,1545
792,106786180,4,4,5.0,1445
793,22139698,59,119,73.0,2119
794,91373517,38,44,7.000000000000001,4857
795,21410687,20,21,7.000000000000001,4336
796,70160230,24,25,12.0,3338
797,17217640,69,207,343.0,2
798,14936377,67,152,94.0,3760
799,8255122,58,107,68.0,3657
800,24244836,61,139,27.0,5195
801,7429892,69,520,128.0,11382
802,45957677,6,6,6.0,2141
803,104585489,58,121,36.0,4240
804,93714983,69,168,50.0,9054
805,15234407,67,212,192.0,8598
806,104989762,56,107,123.0,253
807,17384099,69,233,85.0,4611
