,node,ks,kdeg,pr,m
115,254610699,17,32,19.0,36433
116,247741328,27,53,34.0,36433
117,226629405,92,289,55.00000000000001,36433
118,529007327,80,123,22.0,36433
119,94621855,61,80,21.0,36433
120,83417972,99,304,41.0,36433
121,236184723,99,193,21.0,36433
122,197504076,99,562,62.0,36433
123,86221475,99,201,56.99999999999999,36433
124,222411742,45,45,10.0,36433
125,250178329,59,62,15.0,36433
126,292598082,91,111,25.0,36433
127,214328887,99,276,44.0,36433
128,145845459,98,155,47.0,36433
129,29911100,64,71,16.0,36433
130,294752666,74,101,20.0,36433
131,27077521,74,155,74.0,36433
132,163238842,99,232,39.0,36433
133,133055665,99,431,289.0,36433
134,238201669,99,352,60.0,36433
135,260769396,82,150,19.0,36433
136,288485704,99,223,27.0,36433
137,229425177,99,137,28.999999999999996,36433
138,252770012,80,84,18.0,36433
139,121533789,99,304,128.0,36433
140,203338499,99,333,35.0,36433
141,213777144,99,229,36.0,36433
142,46209291,99,392,87.0,36433
143,46831674,28,53,44.0,36433
144,18951737,83,156,80.0,36433
145,239144776,89,123,16.0,36433
146,8163442,74,162,112.00000000000001,36433
147,28019653,14,16,18.0,36433
148,447688115,90,115,17.0,36433
149,16503181,14,14,17.0,36433
150,109740608,56,60,7.000000000000001,36433
151,116036694,99,604,180.0,36433
152,179138862,53,63,20.0,36433
153,276706356,99,583,125.0,36433
154,236143101,91,213,28.000000000000004,36433
155,333161611,23,24,10.0,36433
156,19358562,99,459,156.0,36433
157,226165839,13,18,20.0,36433
158,33612973,27,59,56.99999999999999,36433
159,37270037,28,30,10.0,36433
160,49104918,16,25,9.0,36433
161,83032174,23,23,7.000000000000001,36433
162,55033682,53,118,148.0,36433
163,170460311,56,66,51.0,36433
164,152388029,48,51,13.0,36433
165,112939321,99,633,90.0,36433
166,265077741,80,91,17.0,36433
167,261447035,45,45,54.0,36433
168,120599128,13,18,20.0,36433
169,186212304,30,100,36.0,36433
170,57828817,15,20,19.0,36433
171,250340951,69,73,17.0,36433
172,59588845,30,35,8.0,36433
173,2367911,99,474,317.0,36433
174,74107696,77,82,9.0,36433
175,477094958,9,12,8.0,36433
176,233248636,77,89,16.0,36433
177,86799233,28,87,39.0,36433
178,17627996,11,11,108.0,36433
179,30971165,41,47,12.0,36433
180,271602109,18,31,15.0,36433
181,81446304,10,10,5.0,36433
182,282206645,64,72,14.000000000000002,36433
183,31317273,8,8,10.0,36433
184,204140367,99,334,102.0,36433
185,189875309,99,299,59.0,36433
186,170167167,12,13,15.0,36433
187,45333725,15,16,8.0,36433
188,222090651,15,22,16.0,36433
189,93224416,13,13,7.000000000000001,36433
190,355823615,49,63,20.0,36433
191,309782398,7,7,5.0,36433
192,253091523,15,26,13.0,36433
193,349413327,19,19,5.0,36433
194,375317198,67,71,11.0,36433
195,31246395,14,14,5.0,36433
196,200884513,9,9,7.000000000000001,36433
197,312284236,25,26,6.0,36433
198,260705759,13,16,13.0,36433
199,43640117,21,23,9.0,36433
200,236026868,39,40,7.000000000000001,36433
201,95260836,78,134,66.0,36433
202,63941463,14,14,7.000000000000001,36433
203,83155222,15,17,14.000000000000002,36433
204,451493376,7,7,7.000000000000001,36433
205,73738774,19,30,15.0,36433
206,100052945,10,10,10.0,36433
207,21272026,15,19,18.0,36433
208,33806113,7,7,6.0,36433
209,9695312,11,12,19.0,36433
210,272173354,8,8,8.0,36433
211,41472982,13,18,10.0,36433
212,287915525,9,11,7.000000000000001,36433
213,105259389,8,8,7.000000000000001,36433
214,31457243,11,12,14.000000000000002,36433
215,102765423,9,9,14.000000000000002,36433
216,273149543,34,34,16.0,1
217,53222305,21,21,9.0,36433
218,215787132,7,7,6.0,36433
219,375228586,3,3,5.0,36433
220,72680406,19,31,27.0,36433
221,11259362,19,44,26.0,36433
222,16216637,19,29,13.0,36433
223,767809,8,8,13.0,36433
224,30690708,10,10,7.000000000000001,36433
225,5992502,15,31,36.0,36433
226,17859804,19,39,36.0,36433
227,83876527,19,55,53.0,36433
228,19681661,19,33,26.0,36433
229,15465769,19,20,20.0,36433
230,22689667,19,32,39.0,36433
231,195409031,15,21,28.999999999999996,36433
232,57261575,15,20,30.0,36433
233,4126501,15,29,17.0,36433
234,22558481,10,10,7.000000000000001,36433
235,18109441,19,37,24.0,36433
236,60607157,4,4,7.000000000000001,36433
237,25615305,19,38,26.0,36433
238,16877939,15,21,28.999999999999996,36433
239,21734241,15,21,27.0,36433
240,46073276,16,51,39.0,36433
241,166002579,2,2,6.0,1
242,6463042,15,33,30.0,36433
243,96770886,15,21,21.0,36433
244,7712232,14,14,18.0,36433
245,99211591,15,25,27.0,36433
246,23930272,15,18,22.0,36433
247,37977732,24,66,74.0,36433
248,16858804,14,14,23.0,36433
249,44436825,19,40,32.0,36433
250,28359405,15,19,26.0,36433
251,9973842,19,75,84.0,36433
252,451331227,15,17,16.0,36433
253,55113,19,29,26.0,36433
254,124746917,15,22,30.0,36433
255,41048052,13,15,11.0,36433
256,14677919,61,343,399.0,36433
257,203827751,15,34,34.0,36433
258,10075442,19,32,39.0,36433
259,17342842,16,37,30.0,36433
260,17477343,9,11,10.0,36433
261,56318573,15,21,22.0,36433
262,111615736,15,17,25.0,36433
263,83529586,5,5,11.0,1
264,9503302,15,21,32.0,36433
265,5533902,15,17,24.0,36433
266,14551276,21,65,66.0,36433
267,17870886,19,44,38.0,36433
268,98976495,15,18,22.0,36433
269,22200888,19,48,38.0,36433
270,88974843,8,8,11.0,36433
271,16967011,10,11,10.0,36433
272,171145913,15,18,7.000000000000001,36433
273,163937752,19,45,20.0,36433
274,21742517,15,21,27.0,36433
275,113415132,11,12,17.0,36433
276,79797834,57,843,952.9999999999999,36433
277,18758940,15,16,20.0,36433
278,138549366,16,23,24.0,36433
279,19230869,8,8,7.000000000000001,36433
280,84111527,10,10,7.000000000000001,36433
281,50944856,15,24,33.0,36433
282,117998529,15,24,12.0,36433
283,23150071,15,21,15.0,36433
284,14169740,19,38,32.0,36433
285,38718720,15,19,23.0,36433
286,93906304,36,90,54.0,36433
287,6127252,11,11,15.0,36433
288,20757640,19,34,31.0,36433
289,17902348,19,32,20.0,36433
290,59557446,49,107,61.0,36433
291,27703441,11,11,13.0,36433
292,23484510,51,103,40.0,36433
293,792998,11,11,15.0,36433
294,18344173,5,5,5.0,36433
295,20583098,16,18,20.0,36433
296,55019225,6,6,11.0,1
297,2705,11,17,30.0,36433
298,557196973,3,3,10.0,1
299,23483324,49,98,57.99999999999999,36433
300,21074641,15,19,10.0,36433
301,52073562,6,6,10.0,36433
302,30486243,15,20,22.0,36433
303,174118650,7,7,10.0,36433
304,25835874,3,4,7.000000000000001,36433
305,17293897,52,194,266.0,36433
306,349256925,4,4,6.0,36433
307,258681133,1,1,5.0,1
308,454423088,1,1,7.000000000000001,1
309,22879382,36,80,47.0,36433
310,155613846,5,5,9.0,36433
311,35476618,1,1,7.000000000000001,1
312,137355085,1,1,5.0,1
313,30204310,3,3,12.0,36433
314,291476217,2,2,7.000000000000001,1
315,236575672,26,26,27.0,36433
316,82030021,69,424,270.0,36433
317,17037417,67,214,123.0,36433
318,28149277,66,292,216.0,1
319,111164068,69,467,188.0,36433
320,29514951,69,390,272.0,36433
321,94918917,66,257,175.0,36433
322,131601987,69,452,224.00000000000003,36433
323,159629146,59,106,43.0,36433
324,90722891,41,70,56.99999999999999,36433
325,90779436,69,336,167.0,36433
326,22784458,70,777,353.0,36433
327,191620115,59,108,72.0,36433
328,15999863,43,52,43.0,36433
329,146556805,55,70,46.0,36433
330,118811608,41,54,45.0,36433
331,95980722,69,228,122.0,36433
332,104155395,18,18,14.000000000000002,36433
333,51477206,29,44,32.0,36433
334,101903164,44,55,56.99999999999999,36433
335,14683518,59,111,56.99999999999999,36433
336,34805698,59,129,100.0,36433
337,176872879,50,86,71.0,36433
338,28144741,56,99,67.0,36433
339,37876253,47,60,45.0,36433
340,293353298,62,223,85.0,36433
341,239257866,45,49,30.0,36433
342,14876672,59,353,204.0,36433
343,486930916,44,49,34.0,36433
344,101859065,69,312,202.0,36433
345,263907906,23,23,11.0,36433
346,23152989,54,253,128.0,36433
347,345707398,1,1,5.0,36434
348,203623462,20,22,25.0,36433
349,61065794,25,61,25.0,36433
350,301695120,25,42,22.0,36433
351,102364313,25,33,13.0,36433
352,211670208,25,68,28.000000000000004,36433
353,37008705,25,54,73.0,36433
354,112819301,25,57,22.0,36433
355,352035443,23,24,10.0,36433
356,250849104,25,40,14.000000000000002,36433
357,19153742,7,8,11.0,36433
358,161788974,24,29,13.0,36433
359,147946019,24,30,13.0,36433
360,54581743,17,17,10.0,36433
361,235163686,12,12,6.0,36433
362,22440364,25,49,87.0,36433
363,54611487,25,40,17.0,36433
364,34507480,25,76,136.0,36433
365,243836182,24,28,17.0,36433
366,164422299,25,45,16.0,36433
367,27772095,25,49,76.0,36433
368,22592948,25,47,80.0,36433
369,328158079,20,28,9.0,36433
370,143838260,25,61,19.0,36433
371,58309829,25,42,39.0,36433
372,135268094,8,16,9.0,36433
373,222802532,7,8,6.0,36433
374,23375688,36,83,176.0,36433
375,25970331,25,137,134.0,36433
376,19383317,28,72,80.0,36433
377,230505689,11,11,10.0,36433
378,100318079,99,547,164.0,36433
379,206416476,25,47,25.0,36433
380,15460081,25,60,99.0,36433
381,20271494,20,22,39.0,36433
382,169504184,25,45,17.0,36433
383,16824090,29,57,70.0,36433
384,115525090,19,23,9.0,36433
385,29654458,15,16,17.0,36433
386,26649453,17,20,23.0,36433
387,14425825,25,38,74.0,36433
388,421412483,25,42,13.0,36433
389,243227325,25,40,17.0,36433
390,240944206,17,18,7.000000000000001,36433
391,63808966,25,47,30.0,36433
392,16895295,11,14,15.0,1
393,243273954,24,29,12.0,36433
394,226516599,25,47,16.0,36433
395,163274846,7,9,8.0,36433
396,111990504,7,8,7.000000000000001,36433
397,408060505,23,27,13.0,36433
398,309765553,16,28,16.0,36433
399,27090278,10,12,12.0,36433
400,225488317,21,21,15.0,36433
401,148081553,23,35,17.0,36433
402,197090502,23,26,11.0,36433
403,69373005,20,20,12.0,36433
404,48504743,7,7,9.0,36433
405,302936475,17,17,11.0,36433
406,480595611,23,26,10.0,36433
407,40968863,20,28,14.000000000000002,36433
408,34270956,7,9,10.0,36433
409,2883841,29,58,56.99999999999999,36433
410,325054079,9,11,12.0,36433
411,126470482,2,2,6.0,36433
412,181288376,25,43,16.0,36433
413,250988604,8,11,44.0,2
414,171704225,12,12,9.0,36433
415,158526208,11,13,11.0,36433
416,192023970,22,26,8.0,36433
417,339373057,11,14,20.0,36433
418,193593048,18,22,11.0,36433
419,176222605,2,2,7.000000000000001,1
420,244719623,9,9,11.0,36433
421,335678635,2,2,37.0,2
422,79817691,8,8,16.0,1
423,109698612,8,11,8.0,36433
424,208105146,7,7,7.000000000000001,36433
425,25592034,4,4,8.0,1
426,333011515,3,5,17.0,36433
427,258490941,7,7,6.0,36433
428,342221618,2,2,9.0,36433
429,32032000,47,141,46.0,36433
430,19507713,47,107,41.0,36433
431,16583672,43,75,84.0,36433
432,35918787,34,38,24.0,36433
433,20803125,32,38,13.0,36433
434,311776211,25,25,11.0,36433
435,16079941,66,111,44.0,36433
436,7861312,70,1381,1713.0,36433
437,7860742,70,944,392.0,36433
438,9955652,22,24,8.0,36433
439,462541005,40,54,23.0,36433
440,20747741,49,130,79.0,36433
441,17047105,47,148,62.0,36433
442,23559552,58,136,50.0,36433
443,20106852,51,194,143.0,36433
444,51246108,43,48,12.0,36433
445,20637608,47,145,38.0,36433
446,434725454,17,17,14.000000000000002,36433
447,18927441,70,875,614.0,36433
448,18666844,70,529,225.0,36433
449,15666380,68,509,722.0,36433
450,365014160,37,38,11.0,36433
451,21158690,65,375,315.0,36433
452,15271920,46,87,55.00000000000001,36433
453,16786977,50,168,179.0,1
454,373018050,40,48,20.0,36433
455,369586333,46,97,46.0,36433
456,96747353,36,44,14.000000000000002,36433
457,16799897,51,218,208.0,36433
458,51162310,43,61,27.0,36433
459,18130749,41,60,79.0,36433
460,317846921,32,37,8.0,36433
461,130897520,47,116,48.0,36433
462,363426409,47,137,67.0,36433
463,438460947,40,48,20.0,36433
464,58714972,57,171,64.0,36433
465,16663695,5,5,5.0,36434
466,47799910,25,36,21.0,36433
467,31808762,66,341,67.0,36433
468,14888584,67,243,110.00000000000001,36433
469,315338495,47,135,56.99999999999999,36433
470,352226153,47,91,39.0,36433
471,300599613,47,96,48.0,36433
472,16909832,47,111,46.0,36433
473,167744987,13,13,8.0,36433
474,362286999,47,80,98.0,36433
475,126099878,45,59,11.0,36433
476,422066630,40,58,30.0,36433
477,191638793,32,39,10.0,36433
478,16038438,54,294,114.99999999999999,36433
479,390811153,12,12,11.0,36433
480,794186,28,29,16.0,36433
481,394216985,29,32,23.0,36433
482,17105214,49,148,136.0,36433
483,126042901,65,169,86.0,36433
484,7384432,66,157,51.0,36433
485,95820486,40,51,11.0,36433
486,62050341,47,164,79.0,36433
487,15343773,50,106,76.0,36433
488,19049747,47,94,34.0,36433
489,167010482,37,45,14.000000000000002,36433
490,60101131,41,59,52.0,36433
491,299715714,45,72,11.0,36433
492,7079062,54,237,127.0,36433
493,88501703,57,120,37.0,36433
494,18069427,70,336,124.0,36433
495,405323682,40,60,37.0,36433
496,404376053,40,51,39.0,36433
497,193059216,40,44,24.0,36433
498,20747847,62,293,181.0,36433
499,7377812,70,545,164.0,36433
500,172959279,46,88,43.0,36433
501,15439395,57,522,1000.0,36433
502,14824849,56,683,1298.0,36433
503,110481357,34,45,21.0,36433
504,212018296,54,198,94.0,36433
505,15661871,68,440,505.0,36433
506,17092862,54,170,79.0,36433
507,224809136,44,65,17.0,36433
508,223247584,57,126,33.0,36433
509,14111650,43,57,43.0,36433
510,14589257,66,302,209.0,36433
511,310087940,54,165,46.0,36433
512,18501326,47,90,59.0,36433
513,243058696,46,91,40.0,36433
514,18781900,31,31,9.0,36433
515,306472866,47,130,59.0,36433
516,344334227,41,61,45.0,36433
517,7453822,43,58,60.0,36433
518,357268791,40,48,15.0,36433
519,8207762,47,67,35.0,36433
520,308324295,46,82,47.0,36433
521,16894839,50,187,102.0,36433
522,280725732,46,75,19.0,36433
523,26841335,47,144,52.0,36433
524,16218063,25,26,11.0,36433
525,467658266,47,64,26.0,36433
526,8715652,7,7,6.0,36433
527,116511302,40,55,17.0,36433
528,33087222,45,72,20.0,36433
529,40791597,4,4,6.0,36433
530,17158189,20,23,18.0,36433
531,18445879,57,82,51.0,36433
532,19415126,40,44,15.0,36433
533,25495625,32,40,14.000000000000002,36433
534,4893411,50,170,119.0,36433
535,7081402,55,407,281.0,36433
536,143244854,46,87,75.0,36433
537,23691649,54,134,92.0,36433
538,337131276,40,48,28.000000000000004,36433
539,127569781,47,126,28.999999999999996,36433
540,20661527,69,435,187.0,36433
541,14464369,54,312,418.0,36433
542,14424667,69,353,119.0,36433
543,15643370,50,164,87.0,36433
544,22643137,40,56,87.0,36433
545,46241448,35,46,44.0,36433
546,22857385,40,60,22.0,36433
547,16150457,41,54,52.0,36433
548,15913,70,1110,902.9999999999999,36433
549,28521141,56,228,306.0,36433
550,18602163,15,17,10.0,36433
551,43662236,47,154,57.99999999999999,36433
552,40340464,46,95,28.000000000000004,36433
553,351671009,47,125,47.0,36433
554,10350,70,906,913.0000000000001,36433
555,24591819,38,50,13.0,36433
556,59877557,46,80,16.0,36433
557,179278975,50,119,72.0,36433
558,15029953,52,326,181.0,36433
559,114563370,47,91,10.0,36433
560,15575251,69,335,227.0,36433
561,123678437,37,42,21.0,36433
562,18849313,69,239,115.99999999999999,36433
563,16908436,46,80,94.0,36433
564,18488495,15,16,7.000000000000001,36433
565,18125335,37,56,52.0,36433
566,9199472,38,64,61.0,36433
567,14311802,41,49,11.0,36433
568,756379,54,117,56.00000000000001,36433
569,14412605,26,29,20.0,36433
570,520027894,15,15,12.0,1
571,15665127,47,79,37.0,36433
572,1183041,69,1084,1254.0,36433
573,15758036,40,50,13.0,36433
574,19521118,20,23,16.0,36433
575,18444530,24,34,22.0,36433
576,87759396,47,67,37.0,36433
577,28202547,47,135,94.0,36433
578,14165096,44,58,24.0,36433
579,1065921,70,651,199.0,36433
580,20273398,70,834,289.0,36433
581,16626187,62,205,103.0,36433
582,19489341,19,31,25.0,36433
583,6572452,15,15,17.0,36433
584,43219574,25,27,23.0,1
585,294430454,49,176,102.0,36433
586,6068612,46,107,51.0,36433
587,14326003,4,6,15.0,36433
588,31067157,55,412,160.0,36433
589,769584,35,46,36.0,36433
590,33035636,11,11,7.000000000000001,36433
591,121637129,20,35,27.0,36433
592,34455805,36,86,36.0,36433
593,468094034,20,22,52.0,36433
594,23831909,13,13,8.0,36433
595,14303746,52,240,339.0,36433
596,21076522,26,35,15.0,36433
597,16956955,47,89,114.99999999999999,36433
598,358553967,46,119,26.0,36433
599,274149738,42,71,31.0,36433
600,50557241,48,127,63.0,36433
601,333709376,35,47,28.999999999999996,36433
602,66561957,53,210,324.0,36433
603,16098603,70,861,335.0,36433
604,48370736,70,324,112.99999999999999,36433
605,187366802,19,21,14.000000000000002,36433
606,34170312,22,26,16.0,36433
607,283306509,31,32,5.0,36433
608,5980142,15,21,15.0,36433
609,15863699,5,7,11.0,36433
610,17759701,70,595,144.0,36433
611,14050306,10,10,34.0,36433
612,23742474,5,9,17.0,36433
613,16536215,61,189,77.0,36433
614,18819743,28,29,15.0,36433
615,395395198,50,83,23.0,36433
616,20015787,22,40,26.0,36433
617,681813,46,133,166.0,36433
618,56768257,12,12,10.0,36433
619,15359658,12,20,14.000000000000002,36433
620,41262929,16,16,15.0,1
621,520809979,40,54,16.0,36433
622,18959811,8,8,8.0,36433
623,55656369,47,82,160.0,36433
624,125540746,5,5,6.0,36433
625,3462421,46,63,34.0,36433
626,43275782,2,2,5.0,36433
627,18709570,56,165,97.0,36433
628,16583999,24,24,8.0,36433
629,167552021,53,97,53.0,36433
630,22924257,9,9,7.000000000000001,36433
631,31892440,4,4,8.0,36433
632,75193883,20,22,11.0,36433
633,14326533,47,77,227.99999999999997,36433
634,23390284,31,38,28.000000000000004,36433
635,17865810,2,2,5.0,36433
636,332375645,21,21,15.0,36433
637,7385102,2,2,6.0,1
638,43115008,32,49,30.0,36433
639,254792310,4,4,7.000000000000001,36433
640,89728799,5,5,5.0,36434
641,14144060,4,4,6.0,36433
642,101496725,4,6,24.0,36433
643,405056781,18,23,33.0,1
644,21308602,5,6,12.0,1
645,17794560,6,6,6.0,36433
646,54298095,8,8,6.0,36433
647,17983020,1,1,5.0,36434
648,74229529,5,5,5.0,36434
649,26547954,28,42,54.0,36433
650,194889318,7,7,8.0,1
651,118599144,2,2,5.0,36434
652,120867457,1,1,5.0,36434
653,102434415,3,3,12.0,36433
654,16891273,1,1,5.0,2
655,350939079,8,8,6.0,36433
656,323405569,5,8,13.0,36440
657,109065990,5,9,15.0,36433
658,106708586,15,18,10.0,36433
659,316797838,26,44,19.0,36433
660,374949999,14,19,10.0,36433
661,52216611,15,29,17.0,36433
662,50453498,7,7,6.0,36433
663,20471349,66,301,76.0,36433
664,497434530,15,26,9.0,36433
665,18825961,34,103,218.00000000000003,36433
666,308522948,15,20,9.0,36433
667,17861062,13,24,40.0,36433
668,423662810,5,5,5.0,36434
669,433691110,8,8,6.0,36433
670,28125177,42,58,30.0,36433
671,16589206,47,107,287.0,36433
672,64643056,6,10,54.0,36433
673,16151999,9,10,36.0,36433
674,15838599,57,139,119.0,36433
675,515602819,11,11,7.000000000000001,36433
676,43611927,8,10,7.000000000000001,36433
677,55949049,8,8,6.0,36433
678,294198566,70,349,206.99999999999997,36433
679,290656947,18,27,10.0,36433
680,324546502,33,71,13.0,36433
681,285727668,13,13,8.0,36433
682,225235528,14,27,86.0,36433
683,10671602,70,1007,687.0,36433
684,514550692,8,11,6.0,36433
685,156176094,28,58,22.0,36433
686,342943472,61,114,37.0,36433
687,203279955,17,24,11.0,36433
688,198591276,10,10,6.0,36433
689,19311729,66,153,45.0,36433
690,24542441,32,50,19.0,36433
691,382368139,6,15,7.000000000000001,36440
692,27855118,69,612,474.0,36433
693,100174502,70,195,59.0,36433
694,275081385,2,2,5.0,36434
695,279390084,20,41,81.0,36433
696,378862802,6,12,5.0,36440
697,254054375,3,3,6.0,1
698,378546078,6,14,8.0,36433
699,211235703,4,4,7.000000000000001,1
700,258568696,13,14,6.0,36433
701,340329096,6,6,13.0,1
702,338517106,18,25,8.0,36433
703,57333800,58,84,28.999999999999996,36433
704,18511475,21,36,57.99999999999999,36433
705,299413847,6,7,17.0,1
706,24044209,6,7,13.0,36433
707,270931952,5,5,13.0,1
708,246456451,6,6,5.0,36433
709,188809568,14,19,19.0,36433
710,290769740,5,11,9.0,36440
711,273504184,1,1,5.0,36434
712,5490392,30,47,42.0,36433
713,215719802,5,5,6.0,36434
714,28482819,66,228,80.0,36433
715,224424715,3,3,6.0,36433
716,264991283,3,3,6.0,1
717,260426661,18,23,16.0,36433
718,76966145,40,50,34.0,36433
719,7846,69,632,386.0,36433
720,11487372,2,2,5.0,36434
721,93904918,3,3,5.0,36434
722,322603418,3,3,15.0,36433
723,216299334,24,34,192.0,36433
724,526921548,5,5,6.0,36433
725,382111375,1,1,5.0,1
726,288452305,48,164,434.99999999999994,36433
727,502167306,3,3,6.0,36433
728,79004401,5,5,6.0,36433
729,11926442,4,4,5.0,36434
730,17006157,92,300,239.0,36433
731,35831704,23,66,63.0,36433
732,254163476,1,1,6.0,1
733,52205516,33,35,17.0,36433
734,324544865,15,17,10.0,36433
735,338844588,3,3,6.0,36440
736,363925204,1,1,5.0,36434
737,116770718,1,1,5.0,2
738,48415669,3,3,8.0,36440
739,58120486,1,1,5.0,36434
740,126139466,2,2,5.0,36434
741,47041310,1,1,5.0,36434
742,309633527,1,1,5.0,36434
743,16677622,69,241,42.0,36433
744,11214332,18,19,14.000000000000002,36433
745,306128912,51,79,19.0,36433
746,24129206,69,306,57.99999999999999,36433
747,334735103,59,124,27.0,36433
748,16009851,69,295,54.0,36433
749,194347664,43,47,24.0,36433
750,39234189,61,118,30.0,36433
751,21507738,50,60,15.0,36433
752,19653925,68,233,34.0,36433
753,19802879,69,601,280.0,36433
754,36584174,69,124,15.0,36433
755,42950930,67,142,49.0,36433
756,19658826,68,204,107.0,36433
757,9852542,58,103,23.0,36433
758,23739721,51,81,14.000000000000002,36433
759,42979224,57,82,16.0,36433
760,36045367,51,65,14.000000000000002,36433
761,14693823,69,281,198.0,36433
762,14912435,63,75,33.0,36433
763,17248121,45,58,39.0,2
764,12321512,50,76,13.0,36433
765,65360193,30,35,19.0,1
766,92306628,59,120,23.0,36433
767,19766517,67,208,50.0,36433
768,15862891,62,125,50.0,36433
769,21436960,69,529,250.0,36433
770,86070159,69,202,55.00000000000001,36433
771,384761809,41,50,11.0,36433
772,69248730,59,95,17.0,36433
773,82853372,55,96,36.0,36433
774,138725262,50,67,28.999999999999996,36433
775,25066853,67,96,42.0,36433
776,8295072,69,246,164.0,36433
777,20427778,15,15,10.0,36433
778,5402612,43,275,432.0,36433
779,15165493,69,472,194.0,36433
780,15102849,69,608,164.0,36433
781,8963722,68,240,180.0,36433
782,106061616,17,18,5.0,36434
783,126302054,40,49,21.0,36433
784,231796277,14,14,8.0,36433
785,13176312,69,563,182.0,36433
786,560452336,18,19,13.0,36433
787,2811851,30,32,8.0,36433
788,15144542,59,92,12.0,36433
789,16876667,68,139,55.00000000000001,36433
790,621573,39,46,34.0,1
791,72841362,24,24,10.0,36433
792,106786180,4,4,5.0,36434
793,22139698,59,119,73.0,36433
794,91373517,38,44,7.000000000000001,36433
795,21410687,20,21,7.000000000000001,36433
796,70160230,24,25,12.0,36433
797,17217640,69,207,343.0,2
798,14936377,67,152,94.0,36433
799,8255122,58,107,68.0,36433
